21,EUR,DOL,1.2193
16,EUR,JPY,126.38
21,EUR,BGN,1.9558
90,EUR,CZK,26.299
16,EUR,DKK,7.4389
192,EUR,GBP,0.8979
90,EUR,HUF,361.62
12,EUR,PLN,4.5022
