20,EUR,DOL,1.2193
15,EUR,JPY,126.38
27,EUR,BGN,1.9558
82,EUR,CZK,26.299
63,EUR,DKK,7.4389
89,EUR,GBP,0.8979
72,EUR,HUF,361.62
18,EUR,PLN,4.5022
